# Pure CO2 at 318.2K, run 1
# Taken from the article:
#	"Adsorption of methane, nitrogen, carbon dioxide, 
#	and their binary mixtures on dry activated carbon 
#	at 318.2 K and pressures up to 13.6 MPa", Sudibandriyo et al.
#	Langmuir Vol. 19 (2003), pp. 5323--5331.
# P in kPa
# Excess (Gibbs) Adsorption in mmol/g

#P		N_ex
360 	2.962
0730	4.170
1190	5.064
1790	5.783
2520	6.300
3300	6.650
4290	6.962
5560	7.078
7010	6.882
8300	6.348
9640	4.810
11060	3.449
13360	2.638
